bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,,
17PX10A06RBC,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,17PX10A06RBCFLBNF-15,,,,,,,,
17PX10A06RBC,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,17PX10A06RBCFLB-RPF34,,,,,,,,
17PX10A06RBC,,0002-100449,,,0.975,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,17PX10A06RBCFLBPD-14,1,17PX10A06RBCFA,0,17PX10A06RBCSEMEN,325,325,0.30%,0.975
20MX10A06BGR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,20MX10A06BGRFA,,,,,,,,
20MX10A06BGR,,0000-100011,,,323,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,20MX10A06BGRSEMEN,,,,,,,,
20MX10A06BGR,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,20MX10A06BGRWATER,,,,,,,,
20MX10A06BGR,,0000-100090,,,301,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,20MX10A06BGRAGG1,,,,,,,,
20MX10A06BGR,,0000-100091,,,703,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,20MX10A06BGRAGG2,,,,,,,,
20MX10A06BGR,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,20MX10A06BGRAGG3,,,,,,,,
20MX10A06BGR,,0000-100094,,,637,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,20MX10A06BGRSAND,,,,,,,,
20MX10A06BGR,,0000-100093,,,159,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,20MX10A06BGRSTONE DUST,,,,,,,,
20MX10A06BGR,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,20MX10A06BGRFLBNF-15,,,,,,,,
20MX10A06BGR,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,20MX10A06BGRFLB-RPF34,,,,,,,,
20MX10A06BGR,,0002-100449,,,0.969,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,20MX10A06BGRFLBPD-14,1,20MX10A06BGRFA,0,20MX10A06BGRSEMEN,323,323,0.30%,0.969
20MX12A06BGR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,20MX12A06BGRFA,,,,,,,,
20MX12A06BGR,,0000-100011,,,331,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,20MX12A06BGRSEMEN,,,,,,,,
20MX12A06BGR,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,20MX12A06BGRWATER,,,,,,,,
20MX12A06BGR,,0000-100090,,,298,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,20MX12A06BGRAGG1,,,,,,,,
20MX12A06BGR,,0000-100091,,,695,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,20MX12A06BGRAGG2,,,,,,,,
20MX12A06BGR,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,20MX12A06BGRAGG3,,,,,,,,
20MX12A06BGR,,0000-100094,,,629,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,20MX12A06BGRSAND,,,,,,,,
20MX12A06BGR,,0000-100093,,,157,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,20MX12A06BGRSTONE DUST,,,,,,,,
20MX12A06BGR,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,20MX12A06BGRFLBNF-15,,,,,,,,
20MX12A06BGR,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,20MX12A06BGRFLB-RPF34,,,,,,,,
20MX12A06BGR,,0002-100449,,,0.993,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,20MX12A06BGRFLBPD-14,1,20MX12A06BGRFA,0,20MX12A06BGRSEMEN,331,331,0.30%,0.993
20MX12A06JSP,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,20MX12A06JSPFA,,,,,,,,
20MX12A06JSP,,0000-100011,,,364,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,20MX12A06JSPSEMEN,,,,,,,,
20MX12A06JSP,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,20MX12A06JSPWATER,,,,,,,,
20MX12A06JSP,,0000-100090,,,320,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,20MX12A06JSPAGG1,,,,,,,,
20MX12A06JSP,,0000-100091,,,746,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,20MX12A06JSPAGG2,,,,,,,,
20MX12A06JSP,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,20MX12A06JSPAGG3,,,,,,,,
20MX12A06JSP,,0000-100094,,,550,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,20MX12A06JSPSAND,,,,,,,,
20MX12A06JSP,,0000-100093,,,137,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,20MX12A06JSPSTONE DUST,,,,,,,,
20MX12A06JSP,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,20MX12A06JSPFLBNF-15,,,,,,,,
20MX12A06JSP,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,20MX12A06JSPFLB-RPF34,,,,,,,,
20MX12A06JSP,,0002-100449,,,1.092,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,20MX12A06JSPFLBPD-14,1,20MX12A06JSPFA,0,20MX12A06JSPSEMEN,364,364,0.30%,1.092
22BX18A06RBC,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,22BX18A06RBCFA,,,,,,,,
22BX18A06RBC,,0000-100011,,,369,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,22BX18A06RBCSEMEN,,,,,,,,
22BX18A06RBC,,0000-100030,,,214,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,22BX18A06RBCWATER,,,,,,,,
22BX18A06RBC,,0000-100090,,,269,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,22BX18A06RBCAGG1,,,,,,,,
22BX18A06RBC,,0000-100091,,,628,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,22BX18A06RBCAGG2,,,,,,,,
22BX18A06RBC,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,22BX18A06RBCAGG3,,,,,,,,
22BX18A06RBC,,0000-100094,,,640,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,22BX18A06RBCSAND,,,,,,,,
22BX18A06RBC,,0000-100093,,,160,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,22BX18A06RBCSTONE DUST,,,,,,,,
22BX18A06RBC,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,22BX18A06RBCFLBNF-15,,,,,,,,
22BX18A06RBC,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,22BX18A06RBCFLB-RPF34,,,,,,,,
22BX18A06RBC,,0002-100449,,,1.107,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,22BX18A06RBCFLBPD-14,1,22BX18A06RBCFA,0,22BX18A06RBCSEMEN,369,369,0.30%,1.107
25MI12A06JEP,,0000-000015,,,55,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MI12A06JEPFA,,,,,,,,
25MI12A06JEP,,0000-100011,,,314,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MI12A06JEPSEMEN,,,,,,,,
25MI12A06JEP,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MI12A06JEPWATER,,,,,,,,
25MI12A06JEP,,0000-100090,,,295,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MI12A06JEPAGG1,,,,,,,,
25MI12A06JEP,,0000-100091,,,689,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MI12A06JEPAGG2,,,,,,,,
25MI12A06JEP,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MI12A06JEPAGG3,,,,,,,,
25MI12A06JEP,,0000-100094,,,597,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MI12A06JEPSAND,,,,,,,,
25MI12A06JEP,,0000-100093,,,149,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MI12A06JEPSTONE DUST,,,,,,,,
25MI12A06JEP,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MI12A06JEPFLBNF-15,,,,,,,,
25MI12A06JEP,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MI12A06JEPFLB-RPF34,,,,,,,,
25MI12A06JEP,,0002-100449,,,1.107,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MI12A06JEPFLBPD-14,1,25MI12A06JEPFA,55,25MI12A06JEPSEMEN,314,369,0.30%,1.107
25MX08A06VTR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX08A06VTRFA,,,,,,,,
25MX08A06VTR,,0000-100011,,,335,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX08A06VTRSEMEN,,,,,,,,
25MX08A06VTR,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX08A06VTRWATER,,,,,,,,
25MX08A06VTR,,0000-100090,,,305,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX08A06VTRAGG1,,,,,,,,
25MX08A06VTR,,0000-100091,,,712,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX08A06VTRAGG2,,,,,,,,
25MX08A06VTR,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX08A06VTRAGG3,,,,,,,,
25MX08A06VTR,,0000-100094,,,617,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX08A06VTRSAND,,,,,,,,
25MX08A06VTR,,0000-100093,,,154,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MX08A06VTRSTONE DUST,,,,,,,,
25MX08A06VTR,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MX08A06VTRFLBNF-15,,,,,,,,
25MX08A06VTR,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MX08A06VTRFLB-RPF34,,,,,,,,
25MX08A06VTR,,0002-100449,,,1.005,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MX08A06VTRFLBPD-14,1,25MX08A06VTRFA,0,25MX08A06VTRSEMEN,335,335,0.30%,1.005
25MX10A06BGR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX10A06BGRFA,,,,,,,,
25MX10A06BGR,,0000-100011,,,354,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX10A06BGRSEMEN,,,,,,,,
25MX10A06BGR,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX10A06BGRWATER,,,,,,,,
25MX10A06BGR,,0000-100090,,,308,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX10A06BGRAGG1,,,,,,,,
25MX10A06BGR,,0000-100091,,,718,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX10A06BGRAGG2,,,,,,,,
25MX10A06BGR,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX10A06BGRAGG3,,,,,,,,
25MX10A06BGR,,0000-100094,,,598,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX10A06BGRSAND,,,,,,,,
25MX10A06BGR,,0000-100093,,,150,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MX10A06BGRSTONE DUST,,,,,,,,
25MX10A06BGR,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MX10A06BGRFLBNF-15,,,,,,,,
25MX10A06BGR,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MX10A06BGRFLB-RPF34,,,,,,,,
25MX10A06BGR,,0002-100449,,,1.062,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MX10A06BGRFLBPD-14,1,25MX10A06BGRFA,0,25MX10A06BGRSEMEN,354,354,0.30%,1.062
25MX12A06BGR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX12A06BGRFA,,,,,,,,
25MX12A06BGR,,0000-100011,,,363,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX12A06BGRSEMEN,,,,,,,,
25MX12A06BGR,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX12A06BGRWATER,,,,,,,,
25MX12A06BGR,,0000-100090,,,304,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX12A06BGRAGG1,,,,,,,,
25MX12A06BGR,,0000-100091,,,710,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX12A06BGRAGG2,,,,,,,,
25MX12A06BGR,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX12A06BGRAGG3,,,,,,,,
25MX12A06BGR,,0000-100094,,,592,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX12A06BGRSAND,,,,,,,,
25MX12A06BGR,,0000-100093,,,148,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MX12A06BGRSTONE DUST,,,,,,,,
25MX12A06BGR,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MX12A06BGRFLBNF-15,,,,,,,,
25MX12A06BGR,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MX12A06BGRFLB-RPF34,,,,,,,,
25MX12A06BGR,,0002-100449,,,1.089,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MX12A06BGRFLBPD-14,1,25MX12A06BGRFA,0,25MX12A06BGRSEMEN,363,363,0.30%,1.089
25MX12A06JEP,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX12A06JEPFA,,,,,,,,
25MX12A06JEP,,0000-100011,,,352,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX12A06JEPSEMEN,,,,,,,,
25MX12A06JEP,,0000-100030,,,200,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX12A06JEPWATER,,,,,,,,
25MX12A06JEP,,0000-100090,,,298,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX12A06JEPAGG1,,,,,,,,
25MX12A06JEP,,0000-100091,,,696,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX12A06JEPAGG2,,,,,,,,
25MX12A06JEP,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX12A06JEPAGG3,,,,,,,,
25MX12A06JEP,,0000-100094,,,602,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX12A06JEPSAND,,,,,,,,
25MX12A06JEP,,0000-100093,,,151,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MX12A06JEPSTONE DUST,,,,,,,,
25MX12A06JEP,,0002-100440,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MX12A06JEPFLBNF-15,,,,,,,,
25MX12A06JEP,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MX12A06JEPFLB-RPF34,,,,,,,,
25MX12A06JEP,,0002-100449,,,1.056,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MX12A06JEPFLBPD-14,1,25MX12A06JEPFA,0,25MX12A06JEPSEMEN,352,352,0.30%,1.056
28MI18A06HL6,,0000-000015,,,59,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,28MI18A06HL6FA,,,,,,,,
28MI18A06HL6,,0000-100011,,,336,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,28MI18A06HL6SEMEN,,,,,,,,
28MI18A06HL6,,0000-100030,,,187,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,28MI18A06HL6WATER,,,,,,,,
28MI18A06HL6,,0000-100090,,,310,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,28MI18A06HL6AGG1,,,,,,,,
28MI18A06HL6,,0000-100091,,,711,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,28MI18A06HL6AGG2,,,,,,,,
28MI18A06HL6,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,28MI18A06HL6AGG3,,,,,,,,
28MI18A06HL6,,0000-100094,,,530,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,28MI18A06HL6SAND,,,,,,,,
28MI18A06HL6,,0000-100093,,,132,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,28MI18A06HL6STONE DUST,,,,,,,,
28MI18A06HL6,,0002-100440,,,0.917,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,28MI18A06HL6FLBNF-15,,,,,,,,
28MI18A06HL6,,0002-100442,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,28MI18A06HL6FLB-RPF34,,,,,,,,
28MI18A06HL6,,0002-100449,,,1.185,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,28MI18A06HL6FLBPD-14,1,28MI18A06HL6FA,59,28MI18A06HL6SEMEN,336,395,0.30%,1.185
28MX18A06HL6,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,28MX18A06HL6FA,,,,,,,,
28MX18A06HL6,,0000-100011,,,362,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,28MX18A06HL6SEMEN,,,,,,,,
