bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02
10MI10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC10MPA-FA15-SL10-G25
10MX10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL10-G25
10MX12A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL12-G25
10MX12A06JSP,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL12-G25
12BX18A06RBC,,,,,,,,,,R41CTP-801,,,,,,,,18+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL18-G25-R1
15MI10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC15MPA-FA15-SL10-G25
15MX10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC15MPA-NORM-SL10-G25
15MX12A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC15MPA-NORM-SL12-G25
17PX10A06RBC,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL10-G25-R1
20MX10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL10-G25
20MX12A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL12-G25
20MX12A06JSP,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL12-G25
20MX12A06S3D,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20.75MPA-NORM-G25-A3D
22BX18A06RBC,,,,,,,,,,R41CTP-801,,,,,,,,18+/-2,,,,,,,,,,,,,,,,K225KG/CM2-NORM-SL18-G25-R1
25MI12A06JEP,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC25MPA-FA15-G25-R1
25MX08A06VTR,,,,,,,,,,R41CTP-801,,,,,,,,8+2,,,,,,,,,,,,,,,,FC25MPA-NORM-G25-R1
25MX10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-SL10-G25
25MX12A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-SL12-G25
25MX12A06JEP,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC25MPA-NORM-G25-R1
28MI18A06HL6,,,,,,,,,,R41CTP-801,,,,,,,,18+/-2,,,,,,,,,,,,,,,,FC28MPA-FA15-SL18-G25
28MX18A06HL6,,,,,,,,,,R41CTP-801,,,,,,,,18+/-2,,,,,,,,,,,,,,,,FC28MPA-NORM-SL18-G25
28MX18C06HL6,,,,,,,,,,R41CTP-801,,,,,,,,18+/-2,,,,,,,,,,,,,,,,FC28MPA-NORM-SL18-G14
30MI12A06CC5,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA15-G25-WC053
30MI12A06JE0,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC30MPA-FA15-G25-R1
30MI12A06JE5,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC30MPA-FA15-G25-R1
30MI16A06ALM,,,,,,,,,,R41CTP-801,,,,,,,,16+2,,,,,,,,,,,,,,,,FC30MPA-FA15-SL16-G25
30MX06A06VTR,,,,,,,,,,R41CTP-801,,,,,,,,6+2,,,,,,,,,,,,,,,,FC30MPA-NORM-G25-R1
30MX10A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL10-G25
30MX12A06BGR,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G25
30MX12A06JE0,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC30MPA-NORM-G25-R1
30MX12A06JE5,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC30MPA-NORM-G25-R1
30MX12A06VTR,,,,,,,,,,R41CTP-801,,,,,,,,12+2,,,,,,,,,,,,,,,,FC30MPA-NORM-G25-R1
30MX16A06ALM,,,,,,,,,,R41CTP-801,,,,,,,,16+2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL16-G25
30PX10A06RBC,,,,,,,,,,R41CTP-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL10-G25-R1
30PX12A06R3R,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-ACC3DAYS-R2
35BX18A06RBC,,,,,,,,,,R41CTP-801,,,,,,,,18+/-2,,,,,,,,,,,,,,,,K350KG/CM2-NORM-SL18-G25-R1
