bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02
10MI10A06BGR,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-FA15-SL10-G25
10MX10A06BGR,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-NORM-SL10-G25
10MX12A06JSP,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-NORM-SL12-G25
10MX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-NORM-SL12-G25
12BX18A06RBC,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-NORM-SL18-G25-R1
12FD12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K125KG/CM2-FA10-SL12-G25
14MX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC14MPA-NORM-SL12-G25
15MI10A06BGR,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC15MPA-FA15-SL10-G25
15MX10A06BGR,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC15MPA-NORM-SL10-G25
15PX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K150KG/CM2-NORM-SL12-G25
17FI12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA15-G25-R1
17FI12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-FA15-SL12-G25
17PX10A06RBC,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-NORM-SL10-G25-R1
17PX12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-NORM-G25-R1
17PX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K175KG/CM2-NORM-SL12-G25
20FI12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA15-G25-R1
20FI12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA15-SL12-G25
20FU12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-FA-SL12-G25
20MI12A0675X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20.75MPA-FA15-SL12-G25
20MX10A06BGR,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,10+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-NORM-SL10-G25
20MX12A0675X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20.75MPA-NORM-SL12-G25
20MX12A06JSP,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-NORM-SL12-G25
20MX12A06S3D,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20.75MPA-NORM-G25-A3D
20MX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-NORM-SL12-G25
20MX12C06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-NORM-SL12-G14
20PX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K200KG/CM2-NORM-SL12-G25
22BX18A06RBC,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-NORM-SL18-G25-R1
22FD12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA10-SL12-G25
22FI12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA15-G25-R1
22FI12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA15-SL12-G25
22FU12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA-G25-R1
22FU12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA-SL12-G25
22PX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-NORM-SL12-G25
24MI12A069XX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC24.9MPA-FA15-SL12-G25
25BX16A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-SL16-G25
25FD12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA10-G25-R1
25FD12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA10-SL12-G25
25FI12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-G25-R1
25FI12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-SL12-G25
25FI12C06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA15-SL12-G14
25FU12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-FA-G25-R1
25MD16A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-FA10-G25-R1
25MI12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-FA15-G25-R1
25MI16A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-FA15-G25-R1
25MX08A06VTR,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,8+2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-NORM-G25-R1
25MX12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-NORM-G25-R1
25PX12A06GAP,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-SL12-G25
25PX12A06R1X,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-G25-R1
25PX12A06XXX,,,,1/30/2022 0:00,8401065,IDCGHO0320,8401065,1/30/2022 0:00,Y,R41CTP-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-SL12-G25
