bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,,,
25FN12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25FN12A06XXXAGG2,1,25FN12A06XXXAGG1,236.6,25FN12A06XXXAGG2,946.4,1183,80%,80%,946
25FN12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25FN12A06XXXAGG3,,,,,,,,,
25FN12A06XXX,,0000-100094,,,505,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25FN12A06XXXSAND,,,,,,,,,
25FN12A06XXX,,0000-100093,,,129,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25FN12A06XXXSTONE DUST,,,,,,,,,
25FN12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25FN12A06XXXFLBNF-15,,,,,,,,,
25FN12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25FN12A06XXXFLB-RPF34,,,,,,,,,
25FN12A06XXX,,0002-100449,,,1.030,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25FN12A06XXXFLBPD-14,,,,,,,,,
25FU12A06R1X,,0000-000015,,,61,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25FU12A06R1XFA,,,,,,,,,
25FU12A06R1X,,0000-100011,,,243,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25FU12A06R1XSEMEN,,,,,,,,,
25FU12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25FU12A06R1XWATER,,,,,,,,,
25FU12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25FU12A06R1XAGG1,1,25FU12A06R1XAGG1,236.6,25FU12A06R1XAGG2,946.4,1183,20%,20%,237
25FU12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25FU12A06R1XAGG2,1,25FU12A06R1XAGG1,236.6,25FU12A06R1XAGG2,946.4,1183,80%,80%,946
25FU12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25FU12A06R1XAGG3,,,,,,,,,
25FU12A06R1X,,0000-100094,,,507,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25FU12A06R1XSAND,,,,,,,,,
25FU12A06R1X,,0000-100093,,,129,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25FU12A06R1XSTONE DUST,,,,,,,,,
25FU12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25FU12A06R1XFLBNF-15,,,,,,,,,
25FU12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25FU12A06R1XFLB-RPF34,,,,,,,,,
25FU12A06R1X,,0002-100449,,,1.190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25FU12A06R1XFLBPD-14,,,,,,,,,
25FU12A06XXX,,0000-000015,,,60,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25FU12A06XXXFA,,,,,,,,,
25FU12A06XXX,,0000-100011,,,239,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25FU12A06XXXSEMEN,,,,,,,,,
25FU12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25FU12A06XXXWATER,,,,,,,,,
25FU12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25FU12A06XXXAGG1,1,25FU12A06XXXAGG1,236.6,25FU12A06XXXAGG2,946.4,1183,20%,20%,237
25FU12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25FU12A06XXXAGG2,1,25FU12A06XXXAGG1,236.6,25FU12A06XXXAGG2,946.4,1183,80%,80%,946
25FU12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25FU12A06XXXAGG3,,,,,,,,,
25FU12A06XXX,,0000-100094,,,516,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25FU12A06XXXSAND,,,,,,,,,
25FU12A06XXX,,0000-100093,,,131,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25FU12A06XXXSTONE DUST,,,,,,,,,
25FU12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25FU12A06XXXFLBNF-15,,,,,,,,,
25FU12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25FU12A06XXXFLB-RPF34,,,,,,,,,
25FU12A06XXX,,0002-100449,,,1.010,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25FU12A06XXXFLBPD-14,,,,,,,,,
25MN12A06R1X,,0000-000015,,,90,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MN12A06R1XFA,,,,,,,,,
25MN12A06R1X,,0000-100011,,,270,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MN12A06R1XSEMEN,,,,,,,,,
25MN12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MN12A06R1XWATER,,,,,,,,,
25MN12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MN12A06R1XAGG1,1,25MN12A06R1XAGG1,236.6,25MN12A06R1XAGG2,946.4,1183,20%,20%,237
25MN12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MN12A06R1XAGG2,1,25MN12A06R1XAGG1,236.6,25MN12A06R1XAGG2,946.4,1183,80%,80%,946
25MN12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MN12A06R1XAGG3,,,,,,,,,
25MN12A06R1X,,0000-100094,,,460,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MN12A06R1XSAND,,,,,,,,,
25MN12A06R1X,,0000-100093,,,117,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MN12A06R1XSTONE DUST,,,,,,,,,
25MN12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MN12A06R1XFLBNF-15,,,,,,,,,
25MN12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MN12A06R1XFLB-RPF34,,,,,,,,,
25MN12A06R1X,,0002-100449,,,1.410,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MN12A06R1XFLBPD-14,,,,,,,,,
25MN12A06XXX,,0000-000015,,,89,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MN12A06XXXFA,,,,,,,,,
25MN12A06XXX,,0000-100011,,,267,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MN12A06XXXSEMEN,,,,,,,,,
25MN12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MN12A06XXXWATER,,,,,,,,,
25MN12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MN12A06XXXAGG1,1,25MN12A06XXXAGG1,236.6,25MN12A06XXXAGG2,946.4,1183,20%,20%,237
25MN12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MN12A06XXXAGG2,1,25MN12A06XXXAGG1,236.6,25MN12A06XXXAGG2,946.4,1183,80%,80%,946
25MN12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MN12A06XXXAGG3,,,,,,,,,
25MN12A06XXX,,0000-100094,,,469,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MN12A06XXXSAND,,,,,,,,,
25MN12A06XXX,,0000-100093,,,120,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MN12A06XXXSTONE DUST,,,,,,,,,
25MN12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MN12A06XXXFLBNF-15,,,,,,,,,
25MN12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MN12A06XXXFLB-RPF34,,,,,,,,,
25MN12A06XXX,,0002-100449,,,1.190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MN12A06XXXFLBPD-14,,,,,,,,,
25MU12A06R1X,,0000-000015,,,70,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MU12A06R1XFA,,,,,,,,,
25MU12A06R1X,,0000-100011,,,280,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MU12A06R1XSEMEN,,,,,,,,,
25MU12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MU12A06R1XWATER,,,,,,,,,
25MU12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MU12A06R1XAGG1,1,25MU12A06R1XAGG1,236.6,25MU12A06R1XAGG2,946.4,1183,20%,20%,237
25MU12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MU12A06R1XAGG2,1,25MU12A06R1XAGG1,236.6,25MU12A06R1XAGG2,946.4,1183,80%,80%,946
25MU12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MU12A06R1XAGG3,,,,,,,,,
25MU12A06R1X,,0000-100094,,,474,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MU12A06R1XSAND,,,,,,,,,
25MU12A06R1X,,0000-100093,,,121,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MU12A06R1XSTONE DUST,,,,,,,,,
25MU12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MU12A06R1XFLBNF-15,,,,,,,,,
25MU12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MU12A06R1XFLB-RPF34,,,,,,,,,
25MU12A06R1X,,0002-100449,,,1.370,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MU12A06R1XFLBPD-14,,,,,,,,,
25MU12A06XXX,,0000-000015,,,69,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MU12A06XXXFA,,,,,,,,,
25MU12A06XXX,,0000-100011,,,276,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MU12A06XXXSEMEN,,,,,,,,,
25MU12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MU12A06XXXWATER,,,,,,,,,
25MU12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MU12A06XXXAGG1,1,25MU12A06XXXAGG1,236.6,25MU12A06XXXAGG2,946.4,1183,20%,20%,237
25MU12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MU12A06XXXAGG2,1,25MU12A06XXXAGG1,236.6,25MU12A06XXXAGG2,946.4,1183,80%,80%,946
25MU12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MU12A06XXXAGG3,,,,,,,,,
25MU12A06XXX,,0000-100094,,,483,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MU12A06XXXSAND,,,,,,,,,
25MU12A06XXX,,0000-100093,,,123,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MU12A06XXXSTONE DUST,,,,,,,,,
25MU12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MU12A06XXXFLBNF-15,,,,,,,,,
25MU12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MU12A06XXXFLB-RPF34,,,,,,,,,
25MU12A06XXX,,0002-100449,,,1.160,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MU12A06XXXFLBPD-14,,,,,,,,,
25MX12A06R1X,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX12A06R1XFA,,,,,,,,,
25MX12A06R1X,,0000-100011,,,320,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX12A06R1XSEMEN,,,,,,,,,
25MX12A06R1X,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX12A06R1XWATER,,,,,,,,,
25MX12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX12A06R1XAGG1,1,25MX12A06R1XAGG1,236.6,25MX12A06R1XAGG2,946.4,1183,20%,20%,237
25MX12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX12A06R1XAGG2,1,25MX12A06R1XAGG1,236.6,25MX12A06R1XAGG2,946.4,1183,80%,80%,946
25MX12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX12A06R1XAGG3,,,,,,,,,
25MX12A06R1X,,0000-100094,,,500,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX12A06R1XSAND,,,,,,,,,
25MX12A06R1X,,0000-100093,,,127,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MX12A06R1XSTONE DUST,,,,,,,,,
25MX12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MX12A06R1XFLBNF-15,,,,,,,,,
25MX12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MX12A06R1XFLB-RPF34,,,,,,,,,
25MX12A06R1X,,0002-100449,,,1.260,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MX12A06R1XFLBPD-14,,,,,,,,,
25MX12A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25MX12A06XXXFA,,,,,,,,,
25MX12A06XXX,,0000-100011,,,316,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25MX12A06XXXSEMEN,,,,,,,,,
25MX12A06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25MX12A06XXXWATER,,,,,,,,,
25MX12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25MX12A06XXXAGG1,1,25MX12A06XXXAGG1,236.6,25MX12A06XXXAGG2,946.4,1183,20%,20%,237
25MX12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25MX12A06XXXAGG2,1,25MX12A06XXXAGG1,236.6,25MX12A06XXXAGG2,946.4,1183,80%,80%,946
25MX12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25MX12A06XXXAGG3,,,,,,,,,
25MX12A06XXX,,0000-100094,,,508,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25MX12A06XXXSAND,,,,,,,,,
25MX12A06XXX,,0000-100093,,,129,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25MX12A06XXXSTONE DUST,,,,,,,,,
25MX12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25MX12A06XXXFLBNF-15,,,,,,,,,
25MX12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25MX12A06XXXFLB-RPF34,,,,,,,,,
25MX12A06XXX,,0002-100449,,,1.060,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25MX12A06XXXFLBPD-14,,,,,,,,,
25PX12A06R1X,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25PX12A06R1XFA,,,,,,,,,
25PX12A06R1X,,0000-100011,,,282,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25PX12A06R1XSEMEN,,,,,,,,,
25PX12A06R1X,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25PX12A06R1XWATER,,,,,,,,,
25PX12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25PX12A06R1XAGG1,1,25PX12A06R1XAGG1,236.6,25PX12A06R1XAGG2,946.4,1183,20%,20%,237
25PX12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,25PX12A06R1XAGG2,1,25PX12A06R1XAGG1,236.6,25PX12A06R1XAGG2,946.4,1183,80%,80%,946
25PX12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,25PX12A06R1XAGG3,,,,,,,,,
25PX12A06R1X,,0000-100094,,,525,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,25PX12A06R1XSAND,,,,,,,,,
25PX12A06R1X,,0000-100093,,,134,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,25PX12A06R1XSTONE DUST,,,,,,,,,
25PX12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,25PX12A06R1XFLBNF-15,,,,,,,,,
25PX12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,25PX12A06R1XFLB-RPF34,,,,,,,,,
25PX12A06R1X,,0002-100449,,,1.110,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,25PX12A06R1XFLBPD-14,,,,,,,,,
25PX12A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,25PX12A06XXXFA,,,,,,,,,
25PX12A06XXX,,0000-100011,,,279,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,25PX12A06XXXSEMEN,,,,,,,,,
25PX12A06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,25PX12A06XXXWATER,,,,,,,,,
25PX12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,25PX12A06XXXAGG1,1,25PX12A06XXXAGG1,236.6,25PX12A06XXXAGG2,946.4,1183,20%,20%,237
