bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02
08MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL08-G25
08MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL08-G14
08MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL10-G25
08MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL10-G14
08MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL12-G25
08MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL12-G14
08MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL14-G25
08MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL14-G14
08MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL16-G25
08MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC08MPA-NORM-SL16-G14
10MI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC10MPA-FA15-SL12-G25
10MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL08-G25
10MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL08-G14
10MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL10-G25
10MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL10-G14
10MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL12-G25
10MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL12-G14
10MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL14-G25
10MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL14-G14
10MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL16-G25
10MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC10MPA-NORM-SL16-G14
10PX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL08-G25
10PX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL08-G14
10PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL10-G25
10PX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL10-G14
10PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL12-G25
10PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL12-G14
10PX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL14-G25
10PX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL14-G14
10PX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL16-G25
10PX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K100KG/CM2-NORM-SL16-G14
12MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL08-G25
12MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL08-G14
12MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL10-G25
12MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL10-G14
12MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL12-G25
12MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL12-G14
12MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL14-G25
12MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL14-G14
12MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL16-G25
12MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC12MPA-NORM-SL16-G14
12PX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL08-G25
12PX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL08-G14
12PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL10-G25
12PX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL10-G14
12PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL12-G25
12PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL12-G14
12PX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL14-G25
12PX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL14-G14
12PX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL16-G25
12PX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K125KG/CM2-NORM-SL16-G14
14MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL08-G25
14MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL08-G14
14MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL10-G25
14MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL10-G14
14MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL12-G25
14MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL12-G14
14MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL14-G25
14MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL14-G14
14MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL16-G25
14MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC14MPA-NORM-SL16-G14
15PX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL08-G25
15PX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL08-G14
15PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL10-G25
15PX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL10-G14
15PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL12-G25
15PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL12-G14
15PX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL14-G25
15PX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL14-G14
15PX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL16-G25
15PX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K150KG/CM2-NORM-SL16-G14
16MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL08-G25
16MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL08-G14
16MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL10-G25
16MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL10-G14
16MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL12-G25
16MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL12-G14
16MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL14-G25
16MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL14-G14
16MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL16-G25
16MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC16MPA-NORM-SL16-G14
17FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K175KG/CM2-FA15-SL12-G25
17FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K175KG/CM2-FA-G25-R1
17FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K175KG/CM2-FA-SL12-G25
17PX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL08-G25
17PX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL08-G14
17PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL10-G25
17PX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL10-G14
17PX12A06TMI,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL12-G25
17PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL12-G25
17PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL12-G14
17PX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL14-G25
17PX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL14-G14
17PX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL16-G25
17PX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K175KG/CM2-NORM-SL16-G14
18MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL08-G25
18MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL08-G14
18MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL10-G25
18MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL10-G14
18MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL12-G25
18MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL12-G14
18MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL14-G25
18MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL14-G14
18MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL16-G25
18MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL16-G14
20FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA-SL12-G25
20MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL08-G25
20MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL08-G14
20MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL10-G25
20MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL10-G14
20MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL12-G25
20MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL12-G14
20MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL14-G25
20MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL14-G14
20MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL16-G25
20MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL16-G14
20PX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL08-G25
20PX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL08-G14
20PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL10-G25
20PX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL10-G14
20PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL12-G25
20PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL12-G14
20PX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL14-G25
20PX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL14-G14
20PX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL16-G25
20PX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL16-G14
22FD12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA10-SL12-G25
22FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA15-SL12-G25
22FI12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA15-SL12-G14
22FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-SL12-G25
22FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA20-SL12-G25
22FV12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-SL12-G25
22MX08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL08-G25
22MX08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL08-G14
22MX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL10-G25
22MX10C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL10-G14
22MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL12-G25
22MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL12-G14
22MX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL14-G25
22MX14C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL14-G14
22MX16A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL16-G25
22MX16C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,16+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL16-G14
