bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,,
27FU12C06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27FU12C06R1XWATER,,,,,,,,
27FU12C06R1X,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27FU12C06R1XAGG1,,,,,,,,
27FU12C06R1X,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27FU12C06R1XAGG2,,,,,,,,
27FU12C06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27FU12C06R1XAGG3,,,,,,,,
27FU12C06R1X,,0000-100094,,,720,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27FU12C06R1XSAND,,,,,,,,
27FU12C06R1X,,0000-100093,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27FU12C06R1XSTONE DUST,,,,,,,,
27FU12C06R1X,,0002-100020,,,1.280,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27FU12C06R1XSBT CON-M,,,,,,,,
27FU12C06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27FU12C06R1XSBT PCA-8S,,,,,,,,
27FU12C06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27FU12C06R1XSBT JM-9,,,,,,,,
27FU12C06XXX,,0000-000015,,,64,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27FU12C06XXXFA,,,,,,,,
27FU12C06XXX,,0000-100011,,,257,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27FU12C06XXXSEMEN,,,,,,,,
27FU12C06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27FU12C06XXXWATER,,,,,,,,
27FU12C06XXX,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27FU12C06XXXAGG1,,,,,,,,
27FU12C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27FU12C06XXXAGG2,,,,,,,,
27FU12C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27FU12C06XXXAGG3,,,,,,,,
27FU12C06XXX,,0000-100094,,,728,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27FU12C06XXXSAND,,,,,,,,
27FU12C06XXX,,0000-100093,,,186,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27FU12C06XXXSTONE DUST,,,,,,,,
27FU12C06XXX,,0002-100020,,,1.082,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27FU12C06XXXSBT CON-M,,,,,,,,
27FU12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27FU12C06XXXSBT PCA-8S,,,,,,,,
27FU12C06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27FU12C06XXXSBT JM-9,,,,,,,,
27MN12A06R1X,,0000-000015,,,96,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MN12A06R1XFA,,,,,,,,
27MN12A06R1X,,0000-100011,,,289,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MN12A06R1XSEMEN,,,,,,,,
27MN12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MN12A06R1XWATER,,,,,,,,
27MN12A06R1X,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MN12A06R1XAGG1,,,,,,,,
27MN12A06R1X,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MN12A06R1XAGG2,,,,,,,,
27MN12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MN12A06R1XAGG3,,,,,,,,
27MN12A06R1X,,0000-100094,,,442,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MN12A06R1XSAND,,,,,,,,
27MN12A06R1X,,0000-100093,,,113,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MN12A06R1XSTONE DUST,,,,,,,,
27MN12A06R1X,,0002-100020,,,1.515,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MN12A06R1XSBT CON-M,,,,,,,,
27MN12A06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MN12A06R1XSBT PCA-8S,,,,,,,,
27MN12A06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MN12A06R1XSBT JM-9,,,,,,,,
27MN12A06XXX,,0000-000015,,,95,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MN12A06XXXFA,,,,,,,,
27MN12A06XXX,,0000-100011,,,285,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MN12A06XXXSEMEN,,,,,,,,
27MN12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MN12A06XXXWATER,,,,,,,,
27MN12A06XXX,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MN12A06XXXAGG1,,,,,,,,
27MN12A06XXX,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MN12A06XXXAGG2,,,,,,,,
27MN12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MN12A06XXXAGG3,,,,,,,,
27MN12A06XXX,,0000-100094,,,451,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MN12A06XXXSAND,,,,,,,,
27MN12A06XXX,,0000-100093,,,115,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MN12A06XXXSTONE DUST,,,,,,,,
27MN12A06XXX,,0002-100020,,,1.282,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MN12A06XXXSBT CON-M,,,,,,,,
27MN12A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MN12A06XXXSBT PCA-8S,,,,,,,,
27MN12A06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MN12A06XXXSBT JM-9,,,,,,,,
27MN12C06R1X,,0000-000015,,,96,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MN12C06R1XFA,,,,,,,,
27MN12C06R1X,,0000-100011,,,289,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MN12C06R1XSEMEN,,,,,,,,
27MN12C06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MN12C06R1XWATER,,,,,,,,
27MN12C06R1X,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MN12C06R1XAGG1,,,,,,,,
27MN12C06R1X,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MN12C06R1XAGG2,,,,,,,,
27MN12C06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MN12C06R1XAGG3,,,,,,,,
27MN12C06R1X,,0000-100094,,,671,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MN12C06R1XSAND,,,,,,,,
27MN12C06R1X,,0000-100093,,,171,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MN12C06R1XSTONE DUST,,,,,,,,
27MN12C06R1X,,0002-100020,,,1.515,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MN12C06R1XSBT CON-M,,,,,,,,
27MN12C06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MN12C06R1XSBT PCA-8S,,,,,,,,
27MN12C06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MN12C06R1XSBT JM-9,,,,,,,,
27MN12C06XXX,,0000-000015,,,95,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MN12C06XXXFA,,,,,,,,
27MN12C06XXX,,0000-100011,,,285,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MN12C06XXXSEMEN,,,,,,,,
27MN12C06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MN12C06XXXWATER,,,,,,,,
27MN12C06XXX,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MN12C06XXXAGG1,,,,,,,,
27MN12C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MN12C06XXXAGG2,,,,,,,,
27MN12C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MN12C06XXXAGG3,,,,,,,,
27MN12C06XXX,,0000-100094,,,680,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MN12C06XXXSAND,,,,,,,,
27MN12C06XXX,,0000-100093,,,173,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MN12C06XXXSTONE DUST,,,,,,,,
27MN12C06XXX,,0002-100020,,,1.282,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MN12C06XXXSBT CON-M,,,,,,,,
27MN12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MN12C06XXXSBT PCA-8S,,,,,,,,
27MN12C06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MN12C06XXXSBT JM-9,,,,,,,,
27MU12A06R1X,,0000-000015,,,75,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MU12A06R1XFA,,,,,,,,
27MU12A06R1X,,0000-100011,,,298,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MU12A06R1XSEMEN,,,,,,,,
27MU12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MU12A06R1XWATER,,,,,,,,
27MU12A06R1X,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MU12A06R1XAGG1,,,,,,,,
27MU12A06R1X,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MU12A06R1XAGG2,,,,,,,,
27MU12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MU12A06R1XAGG3,,,,,,,,
27MU12A06R1X,,0000-100094,,,457,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MU12A06R1XSAND,,,,,,,,
27MU12A06R1X,,0000-100093,,,116,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MU12A06R1XSTONE DUST,,,,,,,,
27MU12A06R1X,,0002-100020,,,1.467,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MU12A06R1XSBT CON-M,,,,,,,,
27MU12A06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MU12A06R1XSBT PCA-8S,,,,,,,,
27MU12A06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MU12A06R1XSBT JM-9,,,,,,,,
27MU12A06XXX,,0000-000015,,,74,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MU12A06XXXFA,,,,,,,,
27MU12A06XXX,,0000-100011,,,294,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MU12A06XXXSEMEN,,,,,,,,
27MU12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MU12A06XXXWATER,,,,,,,,
27MU12A06XXX,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MU12A06XXXAGG1,,,,,,,,
27MU12A06XXX,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MU12A06XXXAGG2,,,,,,,,
27MU12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MU12A06XXXAGG3,,,,,,,,
27MU12A06XXX,,0000-100094,,,466,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MU12A06XXXSAND,,,,,,,,
27MU12A06XXX,,0000-100093,,,119,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MU12A06XXXSTONE DUST,,,,,,,,
27MU12A06XXX,,0002-100020,,,1.241,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MU12A06XXXSBT CON-M,,,,,,,,
27MU12A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MU12A06XXXSBT PCA-8S,,,,,,,,
27MU12A06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MU12A06XXXSBT JM-9,,,,,,,,
27MU12C06R1X,,0000-000015,,,75,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MU12C06R1XFA,,,,,,,,
27MU12C06R1X,,0000-100011,,,298,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MU12C06R1XSEMEN,,,,,,,,
27MU12C06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MU12C06R1XWATER,,,,,,,,
27MU12C06R1X,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MU12C06R1XAGG1,,,,,,,,
27MU12C06R1X,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MU12C06R1XAGG2,,,,,,,,
27MU12C06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MU12C06R1XAGG3,,,,,,,,
27MU12C06R1X,,0000-100094,,,685,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MU12C06R1XSAND,,,,,,,,
27MU12C06R1X,,0000-100093,,,175,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MU12C06R1XSTONE DUST,,,,,,,,
27MU12C06R1X,,0002-100020,,,1.467,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MU12C06R1XSBT CON-M,,,,,,,,
27MU12C06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MU12C06R1XSBT PCA-8S,,,,,,,,
27MU12C06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MU12C06R1XSBT JM-9,,,,,,,,
27MU12C06XXX,,0000-000015,,,74,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MU12C06XXXFA,,,,,,,,
27MU12C06XXX,,0000-100011,,,294,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MU12C06XXXSEMEN,,,,,,,,
27MU12C06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MU12C06XXXWATER,,,,,,,,
27MU12C06XXX,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MU12C06XXXAGG1,,,,,,,,
27MU12C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MU12C06XXXAGG2,,,,,,,,
27MU12C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MU12C06XXXAGG3,,,,,,,,
27MU12C06XXX,,0000-100094,,,694,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MU12C06XXXSAND,,,,,,,,
27MU12C06XXX,,0000-100093,,,177,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MU12C06XXXSTONE DUST,,,,,,,,
27MU12C06XXX,,0002-100020,,,1.241,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MU12C06XXXSBT CON-M,,,,,,,,
27MU12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MU12C06XXXSBT PCA-8S,,,,,,,,
27MU12C06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MU12C06XXXSBT JM-9,,,,,,,,
27MX12A06R1X,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,27MX12A06R1XFA,,,,,,,,
27MX12A06R1X,,0000-100011,,,339,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,27MX12A06R1XSEMEN,,,,,,,,
27MX12A06R1X,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,27MX12A06R1XWATER,,,,,,,,
27MX12A06R1X,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,27MX12A06R1XAGG1,,,,,,,,
27MX12A06R1X,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,27MX12A06R1XAGG2,,,,,,,,
27MX12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,27MX12A06R1XAGG3,,,,,,,,
27MX12A06R1X,,0000-100094,,,488,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,27MX12A06R1XSAND,,,,,,,,
27MX12A06R1X,,0000-100093,,,124,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,27MX12A06R1XSTONE DUST,,,,,,,,
27MX12A06R1X,,0002-100020,,,1.334,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,27MX12A06R1XSBT CON-M,,,,,,,,
27MX12A06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,27MX12A06R1XSBT PCA-8S,,,,,,,,
27MX12A06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,27MX12A06R1XSBT JM-9,,,,,,,,
