bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,,
10MX12C06XXX,,0000-100093,,,209,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,10MX12C06XXXSTONE DUST,,,,,,,,
10MX12C06XXX,,0002-100020,,,0.642,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,10MX12C06XXXSBT CON-M,,,,,,,,
10MX12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,10MX12C06XXXSBT PCA-8S,,,,,,,,
10MX12C06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,10MX12C06XXXSBT JM-9,,,,,,,,
10PX12A06R1X,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,10PX12A06R1XFA,,,,,,,,
10PX12A06R1X,,0000-100011,,,179,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,10PX12A06R1XSEMEN,,,,,,,,
10PX12A06R1X,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,10PX12A06R1XWATER,,,,,,,,
10PX12A06R1X,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,10PX12A06R1XAGG1,,,,,,,,
10PX12A06R1X,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,10PX12A06R1XAGG2,,,,,,,,
10PX12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,10PX12A06R1XAGG3,,,,,,,,
10PX12A06R1X,,0000-100094,,,594,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,10PX12A06R1XSAND,,,,,,,,
10PX12A06R1X,,0000-100093,,,151,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,10PX12A06R1XSTONE DUST,,,,,,,,
10PX12A06R1X,,0002-100020,,,0.702,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,10PX12A06R1XSBT CON-M,,,,,,,,
10PX12A06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,10PX12A06R1XSBT PCA-8S,,,,,,,,
10PX12A06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,10PX12A06R1XSBT JM-9,,,,,,,,
10PX12A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,10PX12A06XXXFA,,,,,,,,
10PX12A06XXX,,0000-100011,,,176,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,10PX12A06XXXSEMEN,,,,,,,,
10PX12A06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,10PX12A06XXXWATER,,,,,,,,
10PX12A06XXX,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,10PX12A06XXXAGG1,,,,,,,,
10PX12A06XXX,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,10PX12A06XXXAGG2,,,,,,,,
10PX12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,10PX12A06XXXAGG3,,,,,,,,
10PX12A06XXX,,0000-100094,,,601,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,10PX12A06XXXSAND,,,,,,,,
10PX12A06XXX,,0000-100093,,,153,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,10PX12A06XXXSTONE DUST,,,,,,,,
10PX12A06XXX,,0002-100020,,,0.594,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,10PX12A06XXXSBT CON-M,,,,,,,,
10PX12A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,10PX12A06XXXSBT PCA-8S,,,,,,,,
10PX12A06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,10PX12A06XXXSBT JM-9,,,,,,,,
10PX12C06R1X,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,10PX12C06R1XFA,,,,,,,,
10PX12C06R1X,,0000-100011,,,179,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,10PX12C06R1XSEMEN,,,,,,,,
10PX12C06R1X,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,10PX12C06R1XWATER,,,,,,,,
10PX12C06R1X,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,10PX12C06R1XAGG1,,,,,,,,
10PX12C06R1X,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,10PX12C06R1XAGG2,,,,,,,,
10PX12C06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,10PX12C06R1XAGG3,,,,,,,,
10PX12C06R1X,,0000-100094,,,823,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,10PX12C06R1XSAND,,,,,,,,
10PX12C06R1X,,0000-100093,,,210,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,10PX12C06R1XSTONE DUST,,,,,,,,
10PX12C06R1X,,0002-100020,,,0.702,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,10PX12C06R1XSBT CON-M,,,,,,,,
10PX12C06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,10PX12C06R1XSBT PCA-8S,,,,,,,,
10PX12C06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,10PX12C06R1XSBT JM-9,,,,,,,,
10PX12C06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,10PX12C06XXXFA,,,,,,,,
10PX12C06XXX,,0000-100011,,,176,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,10PX12C06XXXSEMEN,,,,,,,,
10PX12C06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,10PX12C06XXXWATER,,,,,,,,
10PX12C06XXX,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,10PX12C06XXXAGG1,,,,,,,,
10PX12C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,10PX12C06XXXAGG2,,,,,,,,
10PX12C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,10PX12C06XXXAGG3,,,,,,,,
10PX12C06XXX,,0000-100094,,,830,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,10PX12C06XXXSAND,,,,,,,,
10PX12C06XXX,,0000-100093,,,211,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,10PX12C06XXXSTONE DUST,,,,,,,,
10PX12C06XXX,,0002-100020,,,0.594,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,10PX12C06XXXSBT CON-M,,,,,,,,
10PX12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,10PX12C06XXXSBT PCA-8S,,,,,,,,
10PX12C06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,10PX12C06XXXSBT JM-9,,,,,,,,
12FN12A06R1X,,0000-000015,,,52,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FN12A06R1XFA,,,,,,,,
12FN12A06R1X,,0000-100011,,,155,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FN12A06R1XSEMEN,,,,,,,,
12FN12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FN12A06R1XWATER,,,,,,,,
12FN12A06R1X,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FN12A06R1XAGG1,,,,,,,,
12FN12A06R1X,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FN12A06R1XAGG2,,,,,,,,
12FN12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,12FN12A06R1XAGG3,,,,,,,,
12FN12A06R1X,,0000-100094,,,574,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,12FN12A06R1XSAND,,,,,,,,
12FN12A06R1X,,0000-100093,,,146,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,12FN12A06R1XSTONE DUST,,,,,,,,
12FN12A06R1X,,0002-100020,,,0.815,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,12FN12A06R1XSBT CON-M,,,,,,,,
12FN12A06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,12FN12A06R1XSBT PCA-8S,,,,,,,,
12FN12A06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,12FN12A06R1XSBT JM-9,,,,,,,,
12FN12A06XXX,,0000-000015,,,51,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FN12A06XXXFA,,,,,,,,
12FN12A06XXX,,0000-100011,,,153,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FN12A06XXXSEMEN,,,,,,,,
12FN12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FN12A06XXXWATER,,,,,,,,
12FN12A06XXX,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FN12A06XXXAGG1,,,,,,,,
12FN12A06XXX,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FN12A06XXXAGG2,,,,,,,,
12FN12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,12FN12A06XXXAGG3,,,,,,,,
12FN12A06XXX,,0000-100094,,,581,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,12FN12A06XXXSAND,,,,,,,,
12FN12A06XXX,,0000-100093,,,148,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,12FN12A06XXXSTONE DUST,,,,,,,,
12FN12A06XXX,,0002-100020,,,0.689,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,12FN12A06XXXSBT CON-M,,,,,,,,
12FN12A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,12FN12A06XXXSBT PCA-8S,,,,,,,,
12FN12A06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,12FN12A06XXXSBT JM-9,,,,,,,,
12FN12C06R1X,,0000-000015,,,52,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FN12C06R1XFA,,,,,,,,
12FN12C06R1X,,0000-100011,,,155,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FN12C06R1XSEMEN,,,,,,,,
12FN12C06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FN12C06R1XWATER,,,,,,,,
12FN12C06R1X,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FN12C06R1XAGG1,,,,,,,,
12FN12C06R1X,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FN12C06R1XAGG2,,,,,,,,
12FN12C06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,12FN12C06R1XAGG3,,,,,,,,
12FN12C06R1X,,0000-100094,,,803,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,12FN12C06R1XSAND,,,,,,,,
12FN12C06R1X,,0000-100093,,,205,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,12FN12C06R1XSTONE DUST,,,,,,,,
12FN12C06R1X,,0002-100020,,,0.815,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,12FN12C06R1XSBT CON-M,,,,,,,,
12FN12C06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,12FN12C06R1XSBT PCA-8S,,,,,,,,
12FN12C06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,12FN12C06R1XSBT JM-9,,,,,,,,
12FN12C06XXX,,0000-000015,,,51,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FN12C06XXXFA,,,,,,,,
12FN12C06XXX,,0000-100011,,,153,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FN12C06XXXSEMEN,,,,,,,,
12FN12C06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FN12C06XXXWATER,,,,,,,,
12FN12C06XXX,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FN12C06XXXAGG1,,,,,,,,
12FN12C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FN12C06XXXAGG2,,,,,,,,
12FN12C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,12FN12C06XXXAGG3,,,,,,,,
12FN12C06XXX,,0000-100094,,,810,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,12FN12C06XXXSAND,,,,,,,,
12FN12C06XXX,,0000-100093,,,206,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,12FN12C06XXXSTONE DUST,,,,,,,,
12FN12C06XXX,,0002-100020,,,0.689,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,12FN12C06XXXSBT CON-M,,,,,,,,
12FN12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,12FN12C06XXXSBT PCA-8S,,,,,,,,
12FN12C06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,12FN12C06XXXSBT JM-9,,,,,,,,
12FU12A06R1X,,0000-000015,,,41,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FU12A06R1XFA,,,,,,,,
12FU12A06R1X,,0000-100011,,,163,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FU12A06R1XSEMEN,,,,,,,,
12FU12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FU12A06R1XWATER,,,,,,,,
12FU12A06R1X,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FU12A06R1XAGG1,,,,,,,,
12FU12A06R1X,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FU12A06R1XAGG2,,,,,,,,
12FU12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,12FU12A06R1XAGG3,,,,,,,,
12FU12A06R1X,,0000-100094,,,580,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,12FU12A06R1XSAND,,,,,,,,
12FU12A06R1X,,0000-100093,,,148,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,12FU12A06R1XSTONE DUST,,,,,,,,
12FU12A06R1X,,0002-100020,,,0.800,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,12FU12A06R1XSBT CON-M,,,,,,,,
12FU12A06R1X,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,12FU12A06R1XSBT PCA-8S,,,,,,,,
12FU12A06R1X,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,12FU12A06R1XSBT JM-9,,,,,,,,
12FU12A06XXX,,0000-000015,,,40,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FU12A06XXXFA,,,,,,,,
12FU12A06XXX,,0000-100011,,,161,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FU12A06XXXSEMEN,,,,,,,,
12FU12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FU12A06XXXWATER,,,,,,,,
12FU12A06XXX,,0000-100090,,,349,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FU12A06XXXAGG1,,,,,,,,
12FU12A06XXX,,0000-100091,,,834,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FU12A06XXXAGG2,,,,,,,,
12FU12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,12FU12A06XXXAGG3,,,,,,,,
12FU12A06XXX,,0000-100094,,,587,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,12FU12A06XXXSAND,,,,,,,,
12FU12A06XXX,,0000-100093,,,150,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,12FU12A06XXXSTONE DUST,,,,,,,,
12FU12A06XXX,,0002-100020,,,0.677,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,12FU12A06XXXSBT CON-M,,,,,,,,
12FU12A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,12FU12A06XXXSBT PCA-8S,,,,,,,,
12FU12A06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,12FU12A06XXXSBT JM-9,,,,,,,,
12FU12C06R1X,,0000-000015,,,41,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,12FU12C06R1XFA,,,,,,,,
12FU12C06R1X,,0000-100011,,,163,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,12FU12C06R1XSEMEN,,,,,,,,
12FU12C06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,12FU12C06R1XWATER,,,,,,,,
12FU12C06R1X,,0000-100090,,,876,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,12FU12C06R1XAGG1,,,,,,,,
12FU12C06R1X,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,12FU12C06R1XAGG2,,,,,,,,
