bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02,
08MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC08MPA-FA10-SL14-G14,1387
10MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-FA10-SL14-G14,1388
12MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC12MPA-FA10-SL14-G14,1389
14MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC14MPA-FA10-SL14-G14,1390
16MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC16MPA-FA10-SL14-G14,1391
18MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC18MPA-FA10-SL14-G14,1392
20MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-FA10-SL14-G14,1393
22MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC22MPA-FA10-SL14-G14,1394
25MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-FA10-SL14-G14,1395
27MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC27MPA-FA10-SL14-G14,1396
30MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC30MPA-FA10-SL14-G14,1397
32MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC32MPA-FA10-SL14-G14,1398
33MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC33MPA-FA10-SL14-G14,1399
35MD14C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,14+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC35MPA-FA10-SL14-G14,1400
08MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC08MPA-FA10-SL16-G14,1401
10MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-FA10-SL16-G14,1402
12MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC12MPA-FA10-SL16-G14,1403
14MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC14MPA-FA10-SL16-G14,1404
16MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC16MPA-FA10-SL16-G14,1405
18MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC18MPA-FA10-SL16-G14,1406
20MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC20MPA-FA10-SL16-G14,1407
22MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC22MPA-FA10-SL16-G14,1408
25MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-FA10-SL16-G14,1409
27MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC27MPA-FA10-SL16-G14,1410
30MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC30MPA-FA10-SL16-G14,1411
32MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC32MPA-FA10-SL16-G14,1412
33MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC33MPA-FA10-SL16-G14,1413
35MD16C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,16+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC35MPA-FA10-SL16-G14,1414
08MD18C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC08MPA-FA10-SL18-G14,1415
10MD18C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC10MPA-FA10-SL18-G14,1416
12MD18C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC12MPA-FA10-SL18-G14,1417
14MD18C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC14MPA-FA10-SL18-G14,1418
16MD18C06XXX,,,,3/11/2022 0:00,08401065,IDCGHO0320,08401065,3/11/2022 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC16MPA-FA10-SL18-G14,1419
