bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,
SC16XXS06XXX,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,SC16XXS06XXXSBT CON-M,,,,,,,
SC16XXS06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,SC16XXS06XXXSBT PCA-8S,,,,,,,
SC16XXS06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,SC16XXS06XXXSBT JM-9,,,,,,,
VCTB,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VCTBFA,,,,,,,
VCTB,,0000-100011,,,157,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,VCTBSEMEN,,,,,,,
VCTB,,0000-100030,,,100,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VCTBWATER,,,,,,,
VCTB,,0000-100090,,,453,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,VCTBAGG1,,,,,,,
VCTB,,0000-100091,,,829,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,VCTBAGG2,,,,,,,
VCTB,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,VCTBAGG3,,,,,,,
VCTB,,0000-100094,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VCTBSAND,,,,,,,
VCTB,,0000-100093,,,709,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,VCTBSTONE DUST,,,,,,,
VCTB,,0002-100020,,,0.471,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VCTBSBT CON-M,VCTBFA,0,VCTBSEMEN,157,157,0.30%,0.471
VCTB,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VCTBSBT PCA-8S,,,,,,,
VCTB,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VCTBSBT JM-9,,,,,,,
VIPER08,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER08FA,,,,,,,
VIPER08,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER08WATER,,,,,,,
VIPER08,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER08SAND,,,,,,,
VIPER08,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER08SEMEN VAS,,,,,,,
VIPER08,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER08STONE DUST V,,,,,,,
VIPER08,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER08AGG1 VAS,,,,,,,
VIPER08,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER08AGG2 VAS,,,,,,,
VIPER08,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER08AGG3 VAS,,,,,,,
VIPER08,,0002-100420,,,7,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,MM02,VIPER08MM02,,,,,,,
VIPER08,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER08SBT CON-M,,,,,,,
VIPER08,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER08SBT JM-9,,,,,,,
VIPER24,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER24FA,,,,,,,
VIPER24,,0000-100030,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER24WATER,,,,,,,
VIPER24,,0000-100094,,,368,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER24SAND,,,,,,,
VIPER24,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER24SEMEN VAS,,,,,,,
VIPER24,,0000-100062,,,157,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER24STONE DUST V,,,,,,,
VIPER24,,0000-100063,,,465,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER24AGG1 VAS,,,,,,,
VIPER24,,0000-100064,,,697,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER24AGG2 VAS,,,,,,,
VIPER24,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER24AGG3 VAS,,,,,,,
VIPER24,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER24SBT CON-M,,,,,,,
VIPER24,,0002-100021,,,6,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER24SBT PCA-8S,,,,,,,
VIPER24,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER24SBT JM-9,,,,,,,
VIPER300-5D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER300-5DFA,,,,,,,
VIPER300-5D,,0000-100030,,,185,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER300-5DWATER,,,,,,,
VIPER300-5D,,0000-100094,,,325,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER300-5DSAND,,,,,,,
VIPER300-5D,,0000-100060,,,471,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER300-5DSEMEN VAS,,,,,,,
VIPER300-5D,,0000-100062,,,310,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER300-5DSTONE DUST V,,,,,,,
VIPER300-5D,,0000-100063,,,308,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER300-5DAGG1 VAS,,,,,,,
VIPER300-5D,,0000-100064,,,720,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER300-5DAGG2 VAS,,,,,,,
VIPER300-5D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER300-5DAGG3 VAS,,,,,,,
VIPER300-5D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER300-5DSBT CON-M,,,,,,,
VIPER300-5D,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER300-5DSBT PCA-8S,,,,,,,
VIPER300-5D,,0002-100202,,,4.243,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER300-5DSBT JM-9,,,,,,,
VIPER350-12,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER350-12FA,,,,,,,
VIPER350-12,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER350-12WATER,,,,,,,
VIPER350-12,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER350-12SAND,,,,,,,
VIPER350-12,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER350-12SEMEN VAS,,,,,,,
VIPER350-12,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER350-12STONE DUST V,,,,,,,
VIPER350-12,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER350-12AGG1 VAS,,,,,,,
VIPER350-12,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER350-12AGG2 VAS,,,,,,,
VIPER350-12,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER350-12AGG3 VAS,,,,,,,
VIPER350-12,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER350-12SBT CON-M,,,,,,,
VIPER350-12,,0002-100021,,,10,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER350-12SBT PCA-8S,,,,,,,
VIPER350-12,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER350-12SBT JM-9,,,,,,,
VIPER350-1D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER350-1DFA,,,,,,,
VIPER350-1D,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER350-1DWATER,,,,,,,
VIPER350-1D,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER350-1DSAND,,,,,,,
VIPER350-1D,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER350-1DSEMEN VAS,,,,,,,
VIPER350-1D,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER350-1DSTONE DUST V,,,,,,,
VIPER350-1D,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER350-1DAGG1 VAS,,,,,,,
VIPER350-1D,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER350-1DAGG2 VAS,,,,,,,
VIPER350-1D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER350-1DAGG3 VAS,,,,,,,
VIPER350-1D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER350-1DSBT CON-M,,,,,,,
VIPER350-1D,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER350-1DSBT PCA-8S,,,,,,,
VIPER350-1D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER350-1DSBT JM-9,,,,,,,
VIPER3D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER3DFA,,,,,,,
VIPER3D,,0000-100030,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER3DWATER,,,,,,,
VIPER3D,,0000-100094,,,334,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER3DSAND,,,,,,,
VIPER3D,,0000-100060,,,540,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER3DSEMEN VAS,,,,,,,
VIPER3D,,0000-100062,,,324,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER3DSTONE DUST V,,,,,,,
VIPER3D,,0000-100063,,,315,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER3DAGG1 VAS,,,,,,,
VIPER3D,,0000-100064,,,735,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER3DAGG2 VAS,,,,,,,
VIPER3D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER3DAGG3 VAS,,,,,,,
VIPER3D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER3DSBT CON-M,,,,,,,
VIPER3D,,0002-100021,,,5.6,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER3DSBT PCA-8S,,,,,,,
VIPER3D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER3DSBT JM-9,,,,,,,
VIPER400-08,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER400-08FA,,,,,,,
VIPER400-08,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER400-08WATER,,,,,,,
VIPER400-08,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER400-08SAND,,,,,,,
VIPER400-08,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER400-08SEMEN VAS,,,,,,,
VIPER400-08,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER400-08STONE DUST V,,,,,,,
VIPER400-08,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER400-08AGG1 VAS,,,,,,,
VIPER400-08,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER400-08AGG2 VAS,,,,,,,
VIPER400-08,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER400-08AGG3 VAS,,,,,,,
VIPER400-08,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER400-08SBT CON-M,,,,,,,
VIPER400-08,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER400-08SBT PCA-8S,,,,,,,
VIPER400-08,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER400-08SBT JM-9,,,,,,,
VIPER450-1D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER450-1DFA,,,,,,,
VIPER450-1D,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER450-1DWATER,,,,,,,
VIPER450-1D,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER450-1DSEMEN VAS,,,,,,,
VIPER450-1D,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER450-1DSTONE DUST V,,,,,,,
VIPER450-1D,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER450-1DAGG1 VAS,,,,,,,
VIPER450-1D,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER450-1DAGG2 VAS,,,,,,,
VIPER450-1D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER450-1DAGG3 VAS,,,,,,,
VIPER450-1D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER450-1DSBT CON-M,,,,,,,
VIPER450-1D,,0002-100021,,,5,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER450-1DSBT PCA-8S,,,,,,,
VIPER450-1D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER450-1DSBT JM-9,,,,,,,
VIPER450-1D,,0000-100061,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND VAS,VIPER450-1DSAND VAS,,,,,,,
VIPER45-03,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-03FA,,,,,,,
VIPER45-03,,0000-100030,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-03WATER,,,,,,,
VIPER45-03,,0000-100060,,,850,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-03SEMEN VAS,,,,,,,
VIPER45-03,,0000-100062,,,166,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER45-03STONE DUST V,,,,,,,
VIPER45-03,,0000-100063,,,450,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-03AGG1 VAS,,,,,,,
VIPER45-03,,0000-100064,,,670,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-03AGG2 VAS,,,,,,,
VIPER45-03,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-03AGG3 VAS,,,,,,,
VIPER45-03,,0002-100420,,,8,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,MM02,VIPER45-03MM02,,,,,,,
VIPER45-03,,0000-100061,,,169,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND VAS,VIPER45-03SAND VAS,,,,,,,
VIPER45-06,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-06FA,,,,,,,
VIPER45-06,,0000-100030,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-06WATER,,,,,,,
VIPER45-06,,0000-100094,,,169,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER45-06SAND,,,,,,,
VIPER45-06,,0000-100060,,,800,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-06SEMEN VAS,,,,,,,
VIPER45-06,,0000-100062,,,166,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER45-06STONE DUST V,,,,,,,
VIPER45-06,,0000-100063,,,445,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-06AGG1 VAS,,,,,,,
VIPER45-06,,0000-100064,,,668,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-06AGG2 VAS,,,,,,,
VIPER45-06,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-06AGG3 VAS,,,,,,,
VIPER45-06,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER45-06SBT CON-M,,,,,,,
VIPER45-06,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER45-06SBT PCA-8S,,,,,,,
VIPER45-06,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER45-06SBT JM-9,,,,,,,
