bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02,SBT CON-M,http://103.167.107.33:8001/
27MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MX12A06R1X
27MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MX12A06XXX
27MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MX12C06R1X
27MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MX12C06XXX
27PX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27PX12A06R1X
27PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27PX12A06XXX
27PX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27PX12C06R1X
27PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27PX12C06XXX
30FD12A06WTT,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-SL12-G25-WTT,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FD12A06WTT
30FI08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA15-SL08-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FI08C06XXX
30FI12A06GEL,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FI12A06GEL
30FI12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA15-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FI12A06R1X
30FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FI12A06XXX
30FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FN12A06R1X
30FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FN12A06XXX
30FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FN12C06R1X
30FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FN12C06XXX
30FU05C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,5+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-SL05-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FU05C06XXX
30FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FU12A06R1X
30FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FU12A06XXX
30FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FU12C06R1X
30FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FU12C06XXX
30FU14A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FU14A06R1X
30FV08A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL08-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FV08A06XXX
30FV08C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,8+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL08-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FV08C06XXX
30FV10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL10-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FV10A06XXX
30FV12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30FV12A06XXX
30MI06C06TMI,,,,,,,,,,R01JAT-801,,,,,,,,6+/-2,,,,,,,,,,,,,,,,FC30MPA-FA15-SL06-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MI06C06TMI
30MI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MI12A06XXX
30MI14A06MBA,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC30MPA-FA15-SL14-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MI14A06MBA
30MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MN12A06R1X
30MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MN12A06XXX
30MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MN12C06R1X
30MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MN12C06XXX
30MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MU12A06R1X
30MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MU12A06XXX
30MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MU12C06R1X
30MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MU12C06XXX
30MX05C06TMI,,,,,,,,,,R01JAT-801,,,,,,,,5+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL05-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX05C06TMI
30MX12A06A3D,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-ACC3DAYS,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06A3D
30MX12A06A7D,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-ACC7DAYS,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06A7D
30MX12A06BKS,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-G25-BKS,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06BKS
30MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06R1X
30MX12A06TMI,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06TMI
30MX12A06WHM,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06WHM
30MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12A06XXX
30MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12C06R1X
30MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30MX12C06XXX
30PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL10-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX10A06XXX
30PX12A06A1D,,,,,,,,,,R01JAT-801,,,,,,,,MIN 12,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-A1D,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06A1D
30PX12A06MCT,,,,,,,,,,R01JAT-801,,,,,,,,12+2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06MCT
30PX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06R1X
30PX12A06RDB,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06RDB
30PX12A06RSV,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06RSV
30PX12A06TMI,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06TMI
30PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12A06XXX
30PX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12C06R1X
30PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=30PX12C06XXX
32FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FN12A06R1X
32FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FN12A06XXX
32FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FN12C06R1X
32FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FN12C06XXX
32FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FU12A06R1X
32FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FU12A06XXX
32FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FU12C06R1X
32FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32FU12C06XXX
32MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MN12A06R1X
32MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MN12A06XXX
32MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MN12C06R1X
32MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MN12C06XXX
32MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MU12A06R1X
32MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MU12A06XXX
32MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MU12C06R1X
32MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MU12C06XXX
32MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MX12A06R1X
32MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MX12A06XXX
32MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MX12C06R1X
32MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32MX12C06XXX
32PX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32PX12A06R1X
32PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32PX12A06XXX
32PX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32PX12C06R1X
32PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=32PX12C06XXX
33MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MN12A06R1X
33MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MN12A06XXX
33MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MN12C06R1X
33MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MN12C06XXX
33MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MU12A06R1X
33MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MU12A06XXX
33MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MU12C06R1X
33MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MU12C06XXX
33MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MX12A06R1X
33MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MX12A06XXX
33MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MX12C06R1X
33MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=33MX12C06XXX
35FI10A06TGI,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA15-SL10-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FI10A06TGI
35FI12A06A3D,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA15-ACC3DAYS,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FI12A06A3D
35FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FI12A06XXX
35FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FN12A06R1X
35FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FN12A06XXX
35FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FN12C06R1X
35FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FN12C06XXX
35FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FU12A06R1X
35FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FU12A06XXX
35FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FU12C06R1X
35FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FU12C06XXX
35FV12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35FV12A06XXX
35MI14A06MBX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,FC35MPA-FA15-SL14-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MI14A06MBX
35MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MN12A06R1X
35MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MN12A06XXX
35MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MN12C06R1X
35MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MN12C06XXX
35MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MU12A06R1X
35MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MU12A06XXX
35MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MU12C06R1X
35MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MU12C06XXX
35MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=35MX12A06R1X
