bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,0.40%,
08MX08C06XXX,,0002-100020,,,0.730,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX08C06XXXSBT CON-M,,,,,,,
08MX08C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX08C06XXXSBT PCA-8S,,,,,,,
08MX08C06XXX,,0002-100202,,,0.486,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX08C06XXXSBT JM-9,08MX08C06XXXFA,0,08MX08C06XXXSEMEN,162,162,0.30%,0.486
08MX10A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX10A06XXXFA,,,,,,,
08MX10A06XXX,,0000-100011,,,165,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX10A06XXXSEMEN,,,,,,,
08MX10A06XXX,,0000-100030,,,185,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX10A06XXXWATER,,,,,,,
08MX10A06XXX,,0000-100090,,,315,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX10A06XXXAGG1,,,,,,,
08MX10A06XXX,,0000-100091,,,723,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX10A06XXXAGG2,,,,,,,
08MX10A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX10A06XXXAGG3,,,,,,,
08MX10A06XXX,,0000-100094,,,701,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX10A06XXXSAND,,,,,,,
08MX10A06XXX,,0000-100093,,,175,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX10A06XXXSTONE DUST,,,,,,,
08MX10A06XXX,,0002-100020,,,0.740,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX10A06XXXSBT CON-M,,,,,,,
08MX10A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX10A06XXXSBT PCA-8S,,,,,,,
08MX10A06XXX,,0002-100202,,,0.495,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX10A06XXXSBT JM-9,08MX10A06XXXFA,0,08MX10A06XXXSEMEN,165,165,0.30%,0.495
08MX10C06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX10C06XXXFA,,,,,,,
08MX10C06XXX,,0000-100011,,,165,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX10C06XXXSEMEN,,,,,,,
08MX10C06XXX,,0000-100030,,,185,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX10C06XXXWATER,,,,,,,
08MX10C06XXX,,0000-100090,,,791,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX10C06XXXAGG1,,,,,,,
08MX10C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX10C06XXXAGG2,,,,,,,
08MX10C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX10C06XXXAGG3,,,,,,,
08MX10C06XXX,,0000-100094,,,900,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX10C06XXXSAND,,,,,,,
08MX10C06XXX,,0000-100093,,,225,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX10C06XXXSTONE DUST,,,,,,,
08MX10C06XXX,,0002-100020,,,0.740,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX10C06XXXSBT CON-M,,,,,,,
08MX10C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX10C06XXXSBT PCA-8S,,,,,,,
08MX10C06XXX,,0002-100202,,,0.495,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX10C06XXXSBT JM-9,08MX10C06XXXFA,0,08MX10C06XXXSEMEN,165,165,0.30%,0.495
08MX12A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX12A06XXXFA,,,,,,,
08MX12A06XXX,,0000-100011,,,167,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX12A06XXXSEMEN,,,,,,,
08MX12A06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX12A06XXXWATER,,,,,,,
08MX12A06XXX,,0000-100090,,,315,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX12A06XXXAGG1,,,,,,,
08MX12A06XXX,,0000-100091,,,723,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX12A06XXXAGG2,,,,,,,
08MX12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX12A06XXXAGG3,,,,,,,
08MX12A06XXX,,0000-100094,,,693,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX12A06XXXSAND,,,,,,,
08MX12A06XXX,,0000-100093,,,173,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX12A06XXXSTONE DUST,,,,,,,
08MX12A06XXX,,0002-100020,,,0.750,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX12A06XXXSBT CON-M,,,,,,,
08MX12A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX12A06XXXSBT PCA-8S,,,,,,,
08MX12A06XXX,,0002-100202,,,0.501,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX12A06XXXSBT JM-9,08MX12A06XXXFA,0,08MX12A06XXXSEMEN,167,167,0.30%,0.501
08MX12C06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX12C06XXXFA,,,,,,,
08MX12C06XXX,,0000-100011,,,167,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX12C06XXXSEMEN,,,,,,,
08MX12C06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX12C06XXXWATER,,,,,,,
08MX12C06XXX,,0000-100090,,,791,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX12C06XXXAGG1,,,,,,,
08MX12C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX12C06XXXAGG2,,,,,,,
08MX12C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX12C06XXXAGG3,,,,,,,
08MX12C06XXX,,0000-100094,,,893,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX12C06XXXSAND,,,,,,,
08MX12C06XXX,,0000-100093,,,223,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX12C06XXXSTONE DUST,,,,,,,
08MX12C06XXX,,0002-100020,,,0.750,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX12C06XXXSBT CON-M,,,,,,,
08MX12C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX12C06XXXSBT PCA-8S,,,,,,,
08MX12C06XXX,,0002-100202,,,0.501,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX12C06XXXSBT JM-9,08MX12C06XXXFA,0,08MX12C06XXXSEMEN,167,167,0.30%,0.501
08MX14A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX14A06XXXFA,,,,,,,
08MX14A06XXX,,0000-100011,,,169,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX14A06XXXSEMEN,,,,,,,
08MX14A06XXX,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX14A06XXXWATER,,,,,,,
08MX14A06XXX,,0000-100090,,,315,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX14A06XXXAGG1,,,,,,,
08MX14A06XXX,,0000-100091,,,723,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX14A06XXXAGG2,,,,,,,
08MX14A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX14A06XXXAGG3,,,,,,,
08MX14A06XXX,,0000-100094,,,686,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX14A06XXXSAND,,,,,,,
08MX14A06XXX,,0000-100093,,,172,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX14A06XXXSTONE DUST,,,,,,,
08MX14A06XXX,,0002-100020,,,0.760,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX14A06XXXSBT CON-M,,,,,,,
08MX14A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX14A06XXXSBT PCA-8S,,,,,,,
08MX14A06XXX,,0002-100202,,,0.507,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX14A06XXXSBT JM-9,08MX14A06XXXFA,0,08MX14A06XXXSEMEN,169,169,0.30%,0.507
08MX14C06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX14C06XXXFA,,,,,,,
08MX14C06XXX,,0000-100011,,,169,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX14C06XXXSEMEN,,,,,,,
08MX14C06XXX,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX14C06XXXWATER,,,,,,,
08MX14C06XXX,,0000-100090,,,791,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX14C06XXXAGG1,,,,,,,
08MX14C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX14C06XXXAGG2,,,,,,,
08MX14C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX14C06XXXAGG3,,,,,,,
08MX14C06XXX,,0000-100094,,,886,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX14C06XXXSAND,,,,,,,
08MX14C06XXX,,0000-100093,,,222,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX14C06XXXSTONE DUST,,,,,,,
08MX14C06XXX,,0002-100020,,,0.760,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX14C06XXXSBT CON-M,,,,,,,
08MX14C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX14C06XXXSBT PCA-8S,,,,,,,
08MX14C06XXX,,0002-100202,,,0.507,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX14C06XXXSBT JM-9,08MX14C06XXXFA,0,08MX14C06XXXSEMEN,169,169,0.30%,0.507
08MX16A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX16A06XXXFA,,,,,,,
08MX16A06XXX,,0000-100011,,,171,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX16A06XXXSEMEN,,,,,,,
08MX16A06XXX,,0000-100030,,,192,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX16A06XXXWATER,,,,,,,
08MX16A06XXX,,0000-100090,,,315,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX16A06XXXAGG1,,,,,,,
08MX16A06XXX,,0000-100091,,,723,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX16A06XXXAGG2,,,,,,,
08MX16A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX16A06XXXAGG3,,,,,,,
08MX16A06XXX,,0000-100094,,,681,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX16A06XXXSAND,,,,,,,
08MX16A06XXX,,0000-100093,,,170,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX16A06XXXSTONE DUST,,,,,,,
08MX16A06XXX,,0002-100020,,,0.770,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX16A06XXXSBT CON-M,,,,,,,
08MX16A06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX16A06XXXSBT PCA-8S,,,,,,,
08MX16A06XXX,,0002-100202,,,0.513,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX16A06XXXSBT JM-9,08MX16A06XXXFA,0,08MX16A06XXXSEMEN,171,171,0.30%,0.513
08MX16C06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,08MX16C06XXXFA,,,,,,,
08MX16C06XXX,,0000-100011,,,171,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,08MX16C06XXXSEMEN,,,,,,,
08MX16C06XXX,,0000-100030,,,192,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,08MX16C06XXXWATER,,,,,,,
08MX16C06XXX,,0000-100090,,,791,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,08MX16C06XXXAGG1,,,,,,,
08MX16C06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,08MX16C06XXXAGG2,,,,,,,
08MX16C06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,08MX16C06XXXAGG3,,,,,,,
08MX16C06XXX,,0000-100094,,,881,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,08MX16C06XXXSAND,,,,,,,
08MX16C06XXX,,0000-100093,,,220,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,08MX16C06XXXSTONE DUST,,,,,,,
08MX16C06XXX,,0002-100020,,,0.770,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,08MX16C06XXXSBT CON-M,,,,,,,
08MX16C06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,08MX16C06XXXSBT PCA-8S,,,,,,,
08MX16C06XXX,,0002-100202,,,0.513,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,08MX16C06XXXSBT JM-9,08MX16C06XXXFA,0,08MX16C06XXXSEMEN,171,171,0.30%,0.513
