bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02
10PX12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K100KG/CM2-NORM-SL12-G25
22FI12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-FA15-SL12-G25
22PX12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K225KG/CM2-NORM-SL12-G25
25MX12A06RST,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC25MPA-NORM-SL12-G25
25PX12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K250KG/CM2-NORM-SL12-G25
30BX18A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,18+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-NORM-SL18-G25
30MX12A06BKS,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FC30MPA-NORM-SL12-G25
30PX12A06GAP,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-NORM-SL12-G25
30PX12A06RDB,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-NORM-SL12-G25
30PX12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K300KG/CM2-NORM-SL12-G25
35PX12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K350KG/CM2-NORM-SL12-G25
45RX07A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,7+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,FS45KG/CM2-NORM-SL07-G25
50PX12A06PTP,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,K500KG/CM2-NORM-SL12-G25
BC25XXA11XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,NON SLUMP,,,,,,,,,,,,,tiptop,IDCGHO0320,N,AGGREGATEBASEA
LCFI12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,LC-FA15-SL12-G25
LCFU12A06XXX,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,12+/-2,,,,,,,,,,,,,tiptop,IDCGHO0320,N,LC-FA-SL12-G25
VCTB,,,,8/12/2021 0:00,8401065,IDCGHO0320,8401065,8/12/2021 0:00,Y,R01JAT-801,,,CG_TEST,0,2,,,NON SLUMP,,,,,,,,,,,,,tiptop,IDCGHO0320,N,CTB-NORM-NSL-G40
